user_id,event_date,event_type,event_month,event_timestamp,cohort_month
u0083,2023-05-08,export,2023-05,2023-05-08,2023-04
u0083,2023-05-15,feature_use,2023-05,2023-05-15,2023-04
u0083,2023-06-04,feature_use,2023-06,2023-06-04,2023-04
u0083,2023-06-07,feature_use,2023-06,2023-06-07,2023-04
u0083,2023-06-13,feature_use,2023-06,2023-06-13,2023-04
u0083,2023-06-15,login,2023-06,2023-06-15,2023-04
u0083,2023-06-17,support_ticket,2023-06,2023-06-17,2023-04
u0083,2023-07-10,feature_use,2023-07,2023-07-10,2023-04
u0083,2023-07-14,feature_use,2023-07,2023-07-14,2023-04
u0083,2023-07-18,feature_use,2023-07,2023-07-18,2023-04
u0083,2023-08-10,support_ticket,2023-08,2023-08-10,2023-04
u0083,2023-08-20,login,2023-08,2023-08-20,2023-04
u0083,2023-09-17,export,2023-09,2023-09-17,2023-04
u0083,2023-09-21,login,2023-09,2023-09-21,2023-04
u0083,2023-09-21,feature_use,2023-09,2023-09-21,2023-04
u0083,2023-09-30,login,2023-09,2023-09-30,2023-04
u0083,2023-10-03,churned,2023-10,2023-10-03,2023-04
u0083,2023-10-16,feature_use,2023-10,2023-10-16,2023-04
u0083,2023-10-25,login,2023-10,2023-10-25,2023-04
u0083,2023-11-28,login,2023-11,2023-11-28,2023-04
u0083,2023-11-29,login,2023-11,2023-11-29,2023-04
u0084,2023-02-15,signup,2023-02,2023-02-15,2023-02
u0084,2023-02-16,feature_use,2023-02,2023-02-16,2023-02
u0084,2023-02-17,feature_use,2023-02,2023-02-17,2023-02
u0084,2023-02-17,login,2023-02,2023-02-17,2023-02
u0084,2023-02-18,feature_use,2023-02,2023-02-18,2023-02
u0084,2023-02-18,login,2023-02,2023-02-18,2023-02
u0084,2023-02-19,feature_use,2023-02,2023-02-19,2023-02
u0084,2023-02-22,feature_use,2023-02,2023-02-22,2023-02
u0084,2023-02-23,feature_use,2023-02,2023-02-23,2023-02
u0084,2023-02-24,login,2023-02,2023-02-24,2023-02
u0084,2023-02-26,login,2023-02,2023-02-26,2023-02
u0084,2023-02-28,login,2023-02,2023-02-28,2023-02
u0084,2023-03-02,upgrade,2023-03,2023-03-02,2023-02
u0084,2023-03-03,login,2023-03,2023-03-03,2023-02
u0084,2023-03-04,support_ticket,2023-03,2023-03-04,2023-02
u0084,2023-03-04,feature_use,2023-03,2023-03-04,2023-02
u0084,2023-03-06,feature_use,2023-03,2023-03-06,2023-02
u0084,2023-03-07,login,2023-03,2023-03-07,2023-02
u0084,2023-03-08,support_ticket,2023-03,2023-03-08,2023-02
u0084,2023-03-09,feature_use,2023-03,2023-03-09,2023-02
u0084,2023-03-10,login,2023-03,2023-03-10,2023-02
u0084,2023-03-11,invite_sent,2023-03,2023-03-11,2023-02
u0084,2023-03-12,login,2023-03,2023-03-12,2023-02
u0084,2023-03-13,feature_use,2023-03,2023-03-13,2023-02
u0084,2023-03-13,login,2023-03,2023-03-13,2023-02
u0084,2023-03-18,feature_use,2023-03,2023-03-18,2023-02
u0084,2023-03-19,login,2023-03,2023-03-19,2023-02
u0085,2023-03-20,signup,2023-03,2023-03-20,2023-03
u0085,2023-03-27,feature_use,2023-03,2023-03-27,2023-03
u0085,2023-04-07,feature_use,2023-04,2023-04-07,2023-03
u0085,2023-04-09,feature_use,2023-04,2023-04-09,2023-03
u0086,2023-03-12,signup,2023-03,2023-03-12,2023-03
u0086,2023-03-13,login,2023-03,2023-03-13,2023-03
u0086,2023-03-18,login,2023-03,2023-03-18,2023-03
u0086,2023-03-19,login,2023-03,2023-03-19,2023-03
u0086,2023-03-24,invite_sent,2023-03,2023-03-24,2023-03
u0086,2023-03-24,feature_use,2023-03,2023-03-24,2023-03
u0086,2023-03-25,invite_sent,2023-03,2023-03-25,2023-03
u0086,2023-03-27,support_ticket,2023-03,2023-03-27,2023-03
u0086,2023-03-27,login,2023-03,2023-03-27,2023-03
u0086,2023-03-30,feature_use,2023-03,2023-03-30,2023-03
u0086,2023-04-01,invite_sent,2023-04,2023-04-01,2023-03
u0086,2023-04-03,login,2023-04,2023-04-03,2023-03
u0086,2023-04-04,export,2023-04,2023-04-04,2023-03
u0086,2023-04-07,support_ticket,2023-04,2023-04-07,2023-03
u0086,2023-04-08,upgrade,2023-04,2023-04-08,2023-03
u0086,2023-04-16,export,2023-04,2023-04-16,2023-03
u0086,2023-04-19,login,2023-04,2023-04-19,2023-03
u0086,2023-04-22,feature_use,2023-04,2023-04-22,2023-03
u0086,2023-04-25,login,2023-04,2023-04-25,2023-03
u0086,2023-04-27,upgrade,2023-04,2023-04-27,2023-03
u0086,2023-05-01,upgrade,2023-05,2023-05-01,2023-03
u0086,2023-05-03,feature_use,2023-05,2023-05-03,2023-03
u0086,2023-05-08,invite_sent,2023-05,2023-05-08,2023-03
u0086,2023-05-10,login,2023-05,2023-05-10,2023-03
u0086,2023-05-13,login,2023-05,2023-05-13,2023-03
u0086,2023-05-13,support_ticket,2023-05,2023-05-13,2023-03
u0086,2023-05-15,login,2023-05,2023-05-15,2023-03
u0086,2023-05-17,login,2023-05,2023-05-17,2023-03
u0086,2023-05-18,churned,2023-05,2023-05-18,2023-03
u0086,2023-05-22,feature_use,2023-05,2023-05-22,2023-03
u0086,2023-05-25,feature_use,2023-05,2023-05-25,2023-03
u0086,2023-05-31,login,2023-05,2023-05-31,2023-03
u0086,2023-06-03,login,2023-06,2023-06-03,2023-03
u0087,2023-01-31,signup,2023-01,2023-01-31,2023-01
u0087,2023-02-17,feature_use,2023-02,2023-02-17,2023-01
u0087,2023-03-18,feature_use,2023-03,2023-03-18,2023-01
u0087,2023-03-26,invite_sent,2023-03,2023-03-26,2023-01
u0087,2023-04-03,support_ticket,2023-04,2023-04-03,2023-01
u0087,2023-04-04,login,2023-04,2023-04-04,2023-01
u0087,2023-04-20,feature_use,2023-04,2023-04-20,2023-01
u0087,2023-04-28,feature_use,2023-04,2023-04-28,2023-01
u0087,2023-05-19,upgrade,2023-05,2023-05-19,2023-01
u0087,2023-05-22,upgrade,2023-05,2023-05-22,2023-01
u0088,2023-07-30,signup,2023-07,2023-07-30,2023-07
u0088,2023-08-03,login,2023-08,2023-08-03,2023-07
u0088,2023-08-03,feature_use,2023-08,2023-08-03,2023-07
u0088,2023-08-05,feature_use,2023-08,2023-08-05,2023-07
u0088,2023-08-06,feature_use,2023-08,2023-08-06,2023-07
u0088,2023-08-10,feature_use,2023-08,2023-08-10,2023-07
u0088,2023-08-10,login,2023-08,2023-08-10,2023-07
u0088,2023-08-14,churned,2023-08,2023-08-14,2023-07
u0088,2023-08-15,feature_use,2023-08,2023-08-15,2023-07
u0088,2023-08-20,login,2023-08,2023-08-20,2023-07
u0088,2023-08-21,feature_use,2023-08,2023-08-21,2023-07
u0088,2023-08-21,churned,2023-08,2023-08-21,2023-07
u0088,2023-08-24,login,2023-08,2023-08-24,2023-07
u0088,2023-08-25,support_ticket,2023-08,2023-08-25,2023-07
u0088,2023-08-30,export,2023-08,2023-08-30,2023-07
u0088,2023-08-31,login,2023-08,2023-08-31,2023-07
u0088,2023-09-02,support_ticket,2023-09,2023-09-02,2023-07
u0088,2023-09-04,export,2023-09,2023-09-04,2023-07
u0088,2023-09-04,feature_use,2023-09,2023-09-04,2023-07
u0088,2023-09-05,upgrade,2023-09,2023-09-05,2023-07
u0089,2023-10-21,signup,2023-10,2023-10-21,2023-10
u0089,2023-10-23,login,2023-10,2023-10-23,2023-10
u0089,2023-10-24,invite_sent,2023-10,2023-10-24,2023-10
u0089,2023-10-27,support_ticket,2023-10,2023-10-27,2023-10
u0089,2023-10-29,login,2023-10,2023-10-29,2023-10
u0089,2023-10-29,invite_sent,2023-10,2023-10-29,2023-10
u0089,2023-11-04,feature_use,2023-11,2023-11-04,2023-10
u0089,2023-11-09,feature_use,2023-11,2023-11-09,2023-10
u0089,2023-11-11,login,2023-11,2023-11-11,2023-10
u0089,2023-11-12,login,2023-11,2023-11-12,2023-10
u0089,2023-11-14,export,2023-11,2023-11-14,2023-10
u0089,2023-11-14,upgrade,2023-11,2023-11-14,2023-10
u0089,2023-11-16,login,2023-11,2023-11-16,2023-10
u0089,2023-11-17,login,2023-11,2023-11-17,2023-10
u0089,2023-11-20,invite_sent,2023-11,2023-11-20,2023-10
u0089,2023-11-20,login,2023-11,2023-11-20,2023-10
u0089,2023-11-21,upgrade,2023-11,2023-11-21,2023-10
u0089,2023-11-22,support_ticket,2023-11,2023-11-22,2023-10
u0089,2023-11-22,login,2023-11,2023-11-22,2023-10
u0089,2023-11-26,login,2023-11,2023-11-26,2023-10
u0089,2023-11-30,feature_use,2023-11,2023-11-30,2023-10
u0089,2023-11-30,login,2023-11,2023-11-30,2023-10
u0089,2023-12-01,churned,2023-12,2023-12-01,2023-10
u0089,2023-12-03,login,2023-12,2023-12-03,2023-10
u0089,2023-12-06,support_ticket,2023-12,2023-12-06,2023-10
u0089,2023-12-06,login,2023-12,2023-12-06,2023-10
u0089,2023-12-10,feature_use,2023-12,2023-12-10,2023-10
u0089,2023-12-13,login,2023-12,2023-12-13,2023-10
u0089,2023-12-13,support_ticket,2023-12,2023-12-13,2023-10
u0089,2023-12-17,feature_use,2023-12,2023-12-17,2023-10
u0090,2023-08-01,signup,2023-08,2023-08-01,2023-08
u0090,2023-08-02,feature_use,2023-08,2023-08-02,2023-08
u0090,2023-08-05,feature_use,2023-08,2023-08-05,2023-08
u0090,2023-08-09,support_ticket,2023-08,2023-08-09,2023-08
u0090,2023-08-10,churned,2023-08,2023-08-10,2023-08
u0090,2023-08-10,login,2023-08,2023-08-10,2023-08
u0090,2023-08-10,feature_use,2023-08,2023-08-10,2023-08
u0090,2023-08-13,upgrade,2023-08,2023-08-13,2023-08
u0090,2023-08-13,feature_use,2023-08,2023-08-13,2023-08
u0090,2023-08-14,login,2023-08,2023-08-14,2023-08
u0090,2023-08-17,login,2023-08,2023-08-17,2023-08
u0090,2023-08-19,support_ticket,2023-08,2023-08-19,2023-08
u0090,2023-08-20,upgrade,2023-08,2023-08-20,2023-08
u0090,2023-08-22,feature_use,2023-08,2023-08-22,2023-08
u0090,2023-08-22,upgrade,2023-08,2023-08-22,2023-08
u0090,2023-08-23,churned,2023-08,2023-08-23,2023-08
u0090,2023-08-26,feature_use,2023-08,2023-08-26,2023-08
u0090,2023-08-26,login,2023-08,2023-08-26,2023-08
u0090,2023-08-28,feature_use,2023-08,2023-08-28,2023-08
u0090,2023-08-29,export,2023-08,2023-08-29,2023-08
u0090,2023-08-29,support_ticket,2023-08,2023-08-29,2023-08
u0090,2023-08-30,feature_use,2023-08,2023-08-30,2023-08
u0090,2023-08-30,support_ticket,2023-08,2023-08-30,2023-08
u0090,2023-09-01,invite_sent,2023-09,2023-09-01,2023-08
u0090,2023-09-03,login,2023-09,2023-09-03,2023-08
u0090,2023-09-04,login,2023-09,2023-09-04,2023-08
u0090,2023-09-05,login,2023-09,2023-09-05,2023-08
u0090,2023-09-06,feature_use,2023-09,2023-09-06,2023-08
u0090,2023-09-07,invite_sent,2023-09,2023-09-07,2023-08
u0090,2023-09-08,invite_sent,2023-09,2023-09-08,2023-08
u0090,2023-09-09,invite_sent,2023-09,2023-09-09,2023-08
u0090,2023-09-12,churned,2023-09,2023-09-12,2023-08
u0090,2023-09-13,feature_use,2023-09,2023-09-13,2023-08
u0090,2023-09-13,login,2023-09,2023-09-13,2023-08
u0090,2023-09-14,login,2023-09,2023-09-14,2023-08
u0090,2023-09-15,export,2023-09,2023-09-15,2023-08
u0090,2023-09-15,feature_use,2023-09,2023-09-15,2023-08
u0091,2023-03-24,signup,2023-03,2023-03-24,2023-03
u0091,2023-04-02,login,2023-04,2023-04-02,2023-03
u0091,2023-04-07,login,2023-04,2023-04-07,2023-03
u0091,2023-05-01,export,2023-05,2023-05-01,2023-03
u0091,2023-05-16,support_ticket,2023-05,2023-05-16,2023-03
u0091,2023-05-21,support_ticket,2023-05,2023-05-21,2023-03
u0091,2023-05-28,login,2023-05,2023-05-28,2023-03
u0091,2023-06-13,churned,2023-06,2023-06-13,2023-03
u0091,2023-06-30,feature_use,2023-06,2023-06-30,2023-03
u0091,2023-07-16,export,2023-07,2023-07-16,2023-03
u0091,2023-07-18,login,2023-07,2023-07-18,2023-03
u0091,2023-08-02,support_ticket,2023-08,2023-08-02,2023-03
u0091,2023-08-15,feature_use,2023-08,2023-08-15,2023-03
u0091,2023-09-03,upgrade,2023-09,2023-09-03,2023-03
u0091,2023-09-11,login,2023-09,2023-09-11,2023-03
u0091,2023-09-13,support_ticket,2023-09,2023-09-13,2023-03
u0091,2023-09-17,support_ticket,2023-09,2023-09-17,2023-03
u0091,2023-09-19,login,2023-09,2023-09-19,2023-03
u0091,2023-10-10,export,2023-10,2023-10-10,2023-03
u0091,2023-10-12,churned,2023-10,2023-10-12,2023-03
u0092,2023-11-28,signup,2023-11,2023-11-28,2023-11
u0092,2023-11-30,feature_use,2023-11,2023-11-30,2023-11
u0092,2023-11-30,support_ticket,2023-11,2023-11-30,2023-11
u0092,2023-12-03,login,2023-12,2023-12-03,2023-11
u0092,2023-12-04,feature_use,2023-12,2023-12-04,2023-11
u0092,2023-12-07,login,2023-12,2023-12-07,2023-11
u0092,2023-12-08,feature_use,2023-12,2023-12-08,2023-11
u0092,2023-12-13,upgrade,2023-12,2023-12-13,2023-11
u0092,2023-12-15,login,2023-12,2023-12-15,2023-11
u0092,2023-12-16,login,2023-12,2023-12-16,2023-11
u0092,2023-12-19,feature_use,2023-12,2023-12-19,2023-11
u0092,2023-12-20,login,2023-12,2023-12-20,2023-11
u0092,2023-12-24,feature_use,2023-12,2023-12-24,2023-11
u0092,2023-12-28,login,2023-12,2023-12-28,2023-11
u0092,2023-12-29,login,2023-12,2023-12-29,2023-11
u0093,2023-07-03,signup,2023-07,2023-07-03,2023-07
u0093,2023-07-05,invite_sent,2023-07,2023-07-05,2023-07
u0093,2023-07-06,login,2023-07,2023-07-06,2023-07
u0093,2023-07-09,login,2023-07,2023-07-09,2023-07
u0093,2023-07-11,feature_use,2023-07,2023-07-11,2023-07
u0093,2023-07-15,feature_use,2023-07,2023-07-15,2023-07
u0093,2023-07-17,feature_use,2023-07,2023-07-17,2023-07
u0093,2023-07-17,invite_sent,2023-07,2023-07-17,2023-07
u0093,2023-07-19,invite_sent,2023-07,2023-07-19,2023-07
u0093,2023-07-19,churned,2023-07,2023-07-19,2023-07
u0093,2023-07-25,login,2023-07,2023-07-25,2023-07
u0093,2023-07-28,invite_sent,2023-07,2023-07-28,2023-07
u0093,2023-08-05,login,2023-08,2023-08-05,2023-07
u0093,2023-08-05,feature_use,2023-08,2023-08-05,2023-07
u0093,2023-08-06,login,2023-08,2023-08-06,2023-07
u0093,2023-08-07,feature_use,2023-08,2023-08-07,2023-07
u0093,2023-08-07,upgrade,2023-08,2023-08-07,2023-07
u0093,2023-08-08,export,2023-08,2023-08-08,2023-07
u0093,2023-08-12,feature_use,2023-08,2023-08-12,2023-07
u0093,2023-08-12,invite_sent,2023-08,2023-08-12,2023-07
u0093,2023-08-14,login,2023-08,2023-08-14,2023-07
u0093,2023-08-15,login,2023-08,2023-08-15,2023-07
u0093,2023-08-16,export,2023-08,2023-08-16,2023-07
u0093,2023-08-22,feature_use,2023-08,2023-08-22,2023-07
u0094,2023-11-30,signup,2023-11,2023-11-30,2023-11
u0094,2023-12-01,feature_use,2023-12,2023-12-01,2023-11
u0094,2023-12-07,login,2023-12,2023-12-07,2023-11
u0094,2023-12-14,feature_use,2023-12,2023-12-14,2023-11
u0094,2023-12-14,export,2023-12,2023-12-14,2023-11
u0094,2023-12-28,export,2023-12,2023-12-28,2023-11
u0095,2023-08-11,signup,2023-08,2023-08-11,2023-08
u0095,2023-08-13,feature_use,2023-08,2023-08-13,2023-08
u0095,2023-08-16,login,2023-08,2023-08-16,2023-08
u0095,2023-08-16,support_ticket,2023-08,2023-08-16,2023-08
u0095,2023-08-28,feature_use,2023-08,2023-08-28,2023-08
u0095,2023-09-02,login,2023-09,2023-09-02,2023-08
u0095,2023-09-05,feature_use,2023-09,2023-09-05,2023-08
u0095,2023-09-08,login,2023-09,2023-09-08,2023-08
u0095,2023-09-09,feature_use,2023-09,2023-09-09,2023-08
u0095,2023-09-15,login,2023-09,2023-09-15,2023-08
u0095,2023-09-17,export,2023-09,2023-09-17,2023-08
u0095,2023-09-18,login,2023-09,2023-09-18,2023-08
u0096,2023-02-07,signup,2023-02,2023-02-07,2023-02
u0096,2023-02-23,feature_use,2023-02,2023-02-23,2023-02
u0096,2023-04-22,login,2023-04,2023-04-22,2023-02
u0096,2023-07-02,support_ticket,2023-07,2023-07-02,2023-02
u0096,2023-07-06,support_ticket,2023-07,2023-07-06,2023-02
u0096,2023-07-12,feature_use,2023-07,2023-07-12,2023-02
u0096,2023-08-27,support_ticket,2023-08,2023-08-27,2023-02
u0096,2023-09-20,feature_use,2023-09,2023-09-20,2023-02
u0096,2023-11-08,login,2023-11,2023-11-08,2023-02
u0096,2023-11-14,login,2023-11,2023-11-14,2023-02
u0097,2023-11-28,signup,2023-11,2023-11-28,2023-11
u0097,2023-12-01,login,2023-12,2023-12-01,2023-11
u0097,2023-12-01,invite_sent,2023-12,2023-12-01,2023-11
u0097,2023-12-02,login,2023-12,2023-12-02,2023-11
u0097,2023-12-03,feature_use,2023-12,2023-12-03,2023-11
u0097,2023-12-04,login,2023-12,2023-12-04,2023-11
u0097,2023-12-05,login,2023-12,2023-12-05,2023-11
u0097,2023-12-06,upgrade,2023-12,2023-12-06,2023-11
u0097,2023-12-08,upgrade,2023-12,2023-12-08,2023-11
u0097,2023-12-08,feature_use,2023-12,2023-12-08,2023-11
u0097,2023-12-09,login,2023-12,2023-12-09,2023-11
u0097,2023-12-09,feature_use,2023-12,2023-12-09,2023-11
u0097,2023-12-10,support_ticket,2023-12,2023-12-10,2023-11
u0097,2023-12-12,invite_sent,2023-12,2023-12-12,2023-11
u0097,2023-12-12,login,2023-12,2023-12-12,2023-11
u0097,2023-12-13,login,2023-12,2023-12-13,2023-11
u0097,2023-12-16,feature_use,2023-12,2023-12-16,2023-11
u0097,2023-12-16,login,2023-12,2023-12-16,2023-11
u0097,2023-12-17,feature_use,2023-12,2023-12-17,2023-11
u0097,2023-12-18,export,2023-12,2023-12-18,2023-11
u0097,2023-12-19,feature_use,2023-12,2023-12-19,2023-11
u0097,2023-12-20,support_ticket,2023-12,2023-12-20,2023-11
u0097,2023-12-20,login,2023-12,2023-12-20,2023-11
u0097,2023-12-20,feature_use,2023-12,2023-12-20,2023-11
u0097,2023-12-20,upgrade,2023-12,2023-12-20,2023-11
u0097,2023-12-22,support_ticket,2023-12,2023-12-22,2023-11
u0097,2023-12-22,login,2023-12,2023-12-22,2023-11
u0097,2023-12-23,invite_sent,2023-12,2023-12-23,2023-11
u0097,2023-12-25,login,2023-12,2023-12-25,2023-11
u0097,2023-12-26,feature_use,2023-12,2023-12-26,2023-11
u0097,2023-12-26,login,2023-12,2023-12-26,2023-11
u0097,2023-12-27,feature_use,2023-12,2023-12-27,2023-11
u0098,2023-02-25,signup,2023-02,2023-02-25,2023-02
u0098,2023-03-02,export,2023-03,2023-03-02,2023-02
u0098,2023-03-06,export,2023-03,2023-03-06,2023-02
u0098,2023-03-10,login,2023-03,2023-03-10,2023-02
u0098,2023-03-15,export,2023-03,2023-03-15,2023-02
u0098,2023-03-30,feature_use,2023-03,2023-03-30,2023-02
u0098,2023-04-04,feature_use,2023-04,2023-04-04,2023-02
u0098,2023-04-04,login,2023-04,2023-04-04,2023-02
u0098,2023-04-07,login,2023-04,2023-04-07,2023-02
u0099,2023-01-19,signup,2023-01,2023-01-19,2023-01
u0099,2023-01-23,feature_use,2023-01,2023-01-23,2023-01
u0099,2023-01-25,feature_use,2023-01,2023-01-25,2023-01
u0099,2023-02-09,login,2023-02,2023-02-09,2023-01
u0099,2023-02-09,churned,2023-02,2023-02-09,2023-01
u0099,2023-02-10,feature_use,2023-02,2023-02-10,2023-01
u0099,2023-02-28,feature_use,2023-02,2023-02-28,2023-01
u0099,2023-04-01,feature_use,2023-04,2023-04-01,2023-01
u0099,2023-04-04,upgrade,2023-04,2023-04-04,2023-01
u0099,2023-04-06,login,2023-04,2023-04-06,2023-01
u0099,2023-04-14,support_ticket,2023-04,2023-04-14,2023-01
u0099,2023-04-21,feature_use,2023-04,2023-04-21,2023-01
u0099,2023-05-14,export,2023-05,2023-05-14,2023-01
u0099,2023-05-14,feature_use,2023-05,2023-05-14,2023-01
u0099,2023-05-17,login,2023-05,2023-05-17,2023-01
u0099,2023-06-03,feature_use,2023-06,2023-06-03,2023-01
u0099,2023-06-04,feature_use,2023-06,2023-06-04,2023-01
u0099,2023-06-09,export,2023-06,2023-06-09,2023-01
u0099,2023-06-17,login,2023-06,2023-06-17,2023-01
u0099,2023-07-04,login,2023-07,2023-07-04,2023-01
u0099,2023-07-15,feature_use,2023-07,2023-07-15,2023-01
u0099,2023-07-19,support_ticket,2023-07,2023-07-19,2023-01
u0099,2023-07-23,feature_use,2023-07,2023-07-23,2023-01
u0099,2023-07-31,churned,2023-07,2023-07-31,2023-01
u0099,2023-08-01,login,2023-08,2023-08-01,2023-01
u0099,2023-08-11,login,2023-08,2023-08-11,2023-01
u0099,2023-09-09,export,2023-09,2023-09-09,2023-01
u0099,2023-09-18,feature_use,2023-09,2023-09-18,2023-01
u0099,2023-09-23,export,2023-09,2023-09-23,2023-01
u0099,2023-09-24,invite_sent,2023-09,2023-09-24,2023-01
u0099,2023-09-26,login,2023-09,2023-09-26,2023-01
u0099,2023-10-03,feature_use,2023-10,2023-10-03,2023-01
u0099,2023-10-12,invite_sent,2023-10,2023-10-12,2023-01
u0099,2023-10-13,feature_use,2023-10,2023-10-13,2023-01
u0099,2023-11-05,feature_use,2023-11,2023-11-05,2023-01
u0099,2023-11-07,login,2023-11,2023-11-07,2023-01
u0099,2023-11-17,upgrade,2023-11,2023-11-17,2023-01
u0100,2023-11-26,signup,2023-11,2023-11-26,2023-11
u0100,2023-11-27,export,2023-11,2023-11-27,2023-11
u0100,2023-11-28,feature_use,2023-11,2023-11-28,2023-11
u0100,2023-11-29,login,2023-11,2023-11-29,2023-11
u0100,2023-11-29,feature_use,2023-11,2023-11-29,2023-11
u0100,2023-11-30,login,2023-11,2023-11-30,2023-11
u0100,2023-12-01,invite_sent,2023-12,2023-12-01,2023-11
u0100,2023-12-04,feature_use,2023-12,2023-12-04,2023-11
u0100,2023-12-06,login,2023-12,2023-12-06,2023-11
u0100,2023-12-06,feature_use,2023-12,2023-12-06,2023-11
u0100,2023-12-07,login,2023-12,2023-12-07,2023-11
u0100,2023-12-08,support_ticket,2023-12,2023-12-08,2023-11
u0100,2023-12-09,login,2023-12,2023-12-09,2023-11
u0100,2023-12-10,feature_use,2023-12,2023-12-10,2023-11
u0101,2023-09-22,signup,2023-09,2023-09-22,2023-09
u0101,2023-09-23,invite_sent,2023-09,2023-09-23,2023-09
u0101,2023-09-24,login,2023-09,2023-09-24,2023-09
u0101,2023-09-25,export,2023-09,2023-09-25,2023-09
u0101,2023-09-27,login,2023-09,2023-09-27,2023-09
u0101,2023-09-28,login,2023-09,2023-09-28,2023-09
u0101,2023-09-29,login,2023-09,2023-09-29,2023-09
u0101,2023-09-30,login,2023-09,2023-09-30,2023-09
u0101,2023-10-01,invite_sent,2023-10,2023-10-01,2023-09
u0101,2023-10-03,login,2023-10,2023-10-03,2023-09
u0101,2023-10-04,feature_use,2023-10,2023-10-04,2023-09
u0101,2023-10-09,login,2023-10,2023-10-09,2023-09
u0101,2023-10-14,invite_sent,2023-10,2023-10-14,2023-09
u0101,2023-10-16,export,2023-10,2023-10-16,2023-09
u0101,2023-10-17,login,2023-10,2023-10-17,2023-09
u0101,2023-10-19,feature_use,2023-10,2023-10-19,2023-09
u0101,2023-10-19,export,2023-10,2023-10-19,2023-09
u0101,2023-10-20,feature_use,2023-10,2023-10-20,2023-09
u0101,2023-10-20,login,2023-10,2023-10-20,2023-09
u0101,2023-10-23,export,2023-10,2023-10-23,2023-09
u0101,2023-10-23,support_ticket,2023-10,2023-10-23,2023-09
u0102,2023-10-22,signup,2023-10,2023-10-22,2023-10
u0102,2023-10-24,login,2023-10,2023-10-24,2023-10
u0102,2023-10-25,feature_use,2023-10,2023-10-25,2023-10
u0102,2023-10-26,login,2023-10,2023-10-26,2023-10
u0102,2023-10-26,feature_use,2023-10,2023-10-26,2023-10
u0102,2023-10-27,login,2023-10,2023-10-27,2023-10
u0102,2023-10-28,login,2023-10,2023-10-28,2023-10
u0102,2023-10-28,feature_use,2023-10,2023-10-28,2023-10
u0102,2023-10-29,feature_use,2023-10,2023-10-29,2023-10
u0102,2023-10-30,support_ticket,2023-10,2023-10-30,2023-10
u0102,2023-10-31,feature_use,2023-10,2023-10-31,2023-10
u0102,2023-10-31,login,2023-10,2023-10-31,2023-10
u0102,2023-11-01,feature_use,2023-11,2023-11-01,2023-10
u0102,2023-11-02,login,2023-11,2023-11-02,2023-10
u0102,2023-11-02,feature_use,2023-11,2023-11-02,2023-10
u0102,2023-11-03,support_ticket,2023-11,2023-11-03,2023-10
u0102,2023-11-04,login,2023-11,2023-11-04,2023-10
u0102,2023-11-04,feature_use,2023-11,2023-11-04,2023-10
u0103,2023-06-07,signup,2023-06,2023-06-07,2023-06
u0103,2023-06-09,support_ticket,2023-06,2023-06-09,2023-06
u0103,2023-06-21,login,2023-06,2023-06-21,2023-06
u0103,2023-06-28,feature_use,2023-06,2023-06-28,2023-06
u0103,2023-07-08,support_ticket,2023-07,2023-07-08,2023-06
u0103,2023-07-15,feature_use,2023-07,2023-07-15,2023-06
u0103,2023-07-19,login,2023-07,2023-07-19,2023-06
u0103,2023-08-14,login,2023-08,2023-08-14,2023-06
u0103,2023-09-02,support_ticket,2023-09,2023-09-02,2023-06
u0103,2023-09-27,login,2023-09,2023-09-27,2023-06
u0103,2023-09-30,support_ticket,2023-09,2023-09-30,2023-06
u0103,2023-10-16,feature_use,2023-10,2023-10-16,2023-06
u0104,2023-07-16,signup,2023-07,2023-07-16,2023-07
u0104,2023-07-17,churned,2023-07,2023-07-17,2023-07
u0104,2023-07-19,upgrade,2023-07,2023-07-19,2023-07
u0104,2023-07-24,feature_use,2023-07,2023-07-24,2023-07
u0104,2023-07-26,login,2023-07,2023-07-26,2023-07
u0104,2023-07-31,invite_sent,2023-07,2023-07-31,2023-07
u0104,2023-08-03,invite_sent,2023-08,2023-08-03,2023-07
u0104,2023-08-04,feature_use,2023-08,2023-08-04,2023-07
u0104,2023-08-08,churned,2023-08,2023-08-08,2023-07
u0104,2023-08-09,feature_use,2023-08,2023-08-09,2023-07
u0104,2023-08-30,feature_use,2023-08,2023-08-30,2023-07
u0104,2023-09-04,feature_use,2023-09,2023-09-04,2023-07
u0104,2023-09-06,feature_use,2023-09,2023-09-06,2023-07
u0104,2023-09-11,feature_use,2023-09,2023-09-11,2023-07
u0104,2023-09-13,support_ticket,2023-09,2023-09-13,2023-07
u0104,2023-09-14,feature_use,2023-09,2023-09-14,2023-07
u0104,2023-09-17,support_ticket,2023-09,2023-09-17,2023-07
u0104,2023-09-19,upgrade,2023-09,2023-09-19,2023-07
u0104,2023-09-21,login,2023-09,2023-09-21,2023-07
u0104,2023-09-22,login,2023-09,2023-09-22,2023-07
u0104,2023-09-25,login,2023-09,2023-09-25,2023-07
u0104,2023-09-27,upgrade,2023-09,2023-09-27,2023-07
u0104,2023-09-28,upgrade,2023-09,2023-09-28,2023-07
u0104,2023-09-28,login,2023-09,2023-09-28,2023-07
u0104,2023-10-12,invite_sent,2023-10,2023-10-12,2023-07
u0104,2023-10-14,login,2023-10,2023-10-14,2023-07
u0104,2023-10-21,feature_use,2023-10,2023-10-21,2023-07
