user_id,event_date,event_type
u0043,2023-07-13,login
u0043,2023-07-22,feature_use
u0043,2023-08-10,login
u0043,2023-08-12,login
u0043,2023-08-22,login
u0043,2023-08-28,support_ticket
u0043,2023-09-11,feature_use
u0043,2023-09-15,export
u0043,2023-09-19,export
u0044,2023-10-24,signup
u0044,2023-10-28,upgrade
u0044,2023-10-28,login
u0044,2023-10-30,login
u0044,2023-10-31,feature_use
u0044,2023-11-01,login
u0044,2023-11-02,login
u0044,2023-11-03,feature_use
u0044,2023-11-03,login
u0044,2023-11-04,feature_use
u0044,2023-11-06,invite_sent
u0044,2023-11-07,feature_use
u0044,2023-11-07,feature_use
u0044,2023-11-07,upgrade
u0044,2023-11-08,invite_sent
u0044,2023-11-08,feature_use
u0044,2023-11-09,login
u0044,2023-11-09,login
u0044,2023-11-10,feature_use
u0044,2023-11-11,feature_use
u0044,2023-11-11,login
u0044,2023-11-11,invite_sent
u0044,2023-11-11,login
u0044,2023-11-12,invite_sent
u0044,2023-11-13,support_ticket
u0044,2023-11-14,invite_sent
u0044,2023-11-15,feature_use
u0044,2023-11-15,upgrade
u0044,2023-11-16,feature_use
u0044,2023-11-18,login
u0044,2023-11-18,invite_sent
u0044,2023-11-19,support_ticket
u0044,2023-11-22,login
u0044,2023-11-22,feature_use
u0044,2023-11-23,invite_sent
u0044,2023-11-24,login
u0044,2023-11-24,export
u0044,2023-11-24,feature_use
u0044,2023-11-24,login
u0044,2023-11-24,feature_use
u0044,2023-11-25,login
u0045,2023-04-13,signup
u0045,2023-04-15,login
u0045,2023-04-15,upgrade
u0045,2023-04-18,invite_sent
u0045,2023-04-18,churned
u0045,2023-04-28,login
u0045,2023-05-01,export
u0045,2023-05-06,feature_use
u0045,2023-05-06,invite_sent
u0045,2023-05-07,invite_sent
u0045,2023-05-16,upgrade
u0045,2023-05-20,feature_use
u0045,2023-05-21,export
u0045,2023-05-26,login
u0045,2023-06-03,support_ticket
u0045,2023-06-12,login
u0045,2023-06-16,export
u0045,2023-06-26,login
u0045,2023-06-30,login
u0045,2023-07-05,feature_use
u0045,2023-07-16,feature_use
u0045,2023-07-17,upgrade
u0045,2023-07-21,login
u0045,2023-07-24,login
u0046,2023-04-09,signup
u0046,2023-04-17,feature_use
u0046,2023-04-18,feature_use
u0046,2023-04-18,feature_use
u0046,2023-04-23,support_ticket
u0046,2023-04-24,login
u0046,2023-04-25,login
u0046,2023-04-26,feature_use
u0046,2023-04-28,login
u0046,2023-04-29,login
u0046,2023-04-30,login
u0046,2023-05-01,login
u0046,2023-05-04,login
u0046,2023-05-09,support_ticket
u0046,2023-05-10,support_ticket
u0046,2023-05-18,feature_use
u0046,2023-05-22,login
u0046,2023-05-22,login
u0046,2023-05-23,feature_use
u0046,2023-05-23,support_ticket
u0046,2023-05-24,login
u0046,2023-05-24,feature_use
u0046,2023-05-26,feature_use
u0046,2023-05-28,login
u0046,2023-05-29,login
u0046,2023-05-31,feature_use
u0046,2023-06-01,feature_use
u0046,2023-06-04,support_ticket
u0046,2023-06-06,export
u0047,2023-09-27,signup
u0047,2023-10-17,login
u0047,2023-10-23,feature_use
u0047,2023-10-24,upgrade
u0047,2023-11-29,login
u0047,2023-12-03,feature_use
u0047,2023-12-07,invite_sent
u0047,2023-12-09,login
u0048,2023-09-19,signup
u0048,2023-09-20,support_ticket
u0048,2023-09-21,churned
u0048,2023-09-21,login
u0048,2023-09-22,feature_use
u0048,2023-09-24,login
u0048,2023-09-24,churned
u0048,2023-09-24,login
u0048,2023-09-27,login
u0048,2023-09-28,feature_use
u0048,2023-09-28,support_ticket
u0048,2023-09-28,upgrade
u0048,2023-09-29,login
u0048,2023-10-04,export
u0048,2023-10-05,feature_use
u0048,2023-10-09,upgrade
u0048,2023-10-12,upgrade
u0048,2023-10-12,login
u0048,2023-10-14,feature_use
u0048,2023-10-14,feature_use
u0048,2023-10-14,export
u0048,2023-10-15,login
u0048,2023-10-16,login
u0048,2023-10-16,feature_use
u0048,2023-10-16,feature_use
u0048,2023-10-19,feature_use
u0048,2023-10-19,feature_use
u0048,2023-10-20,login
u0048,2023-10-24,churned
u0048,2023-10-24,login
u0048,2023-10-24,feature_use
u0048,2023-10-24,feature_use
u0048,2023-10-25,feature_use
u0049,2023-01-25,signup
u0049,2023-01-26,feature_use
u0049,2023-01-27,support_ticket
u0049,2023-01-27,support_ticket
u0049,2023-01-27,login
u0049,2023-01-27,churned
u0049,2023-01-27,export
u0049,2023-01-27,support_ticket
u0049,2023-01-27,feature_use
u0049,2023-01-28,login
u0049,2023-01-28,invite_sent
u0049,2023-01-28,feature_use
u0049,2023-01-28,export
u0049,2023-01-29,login
u0049,2023-01-29,feature_use
u0049,2023-01-29,feature_use
u0049,2023-01-30,churned
u0049,2023-01-30,feature_use
u0049,2023-01-30,login
u0049,2023-01-30,invite_sent
u0049,2023-01-30,feature_use
u0049,2023-01-30,login
u0049,2023-01-31,feature_use
u0049,2023-01-31,support_ticket
u0049,2023-01-31,invite_sent
u0049,2023-01-31,feature_use
u0049,2023-01-31,feature_use
u0049,2023-02-01,login
u0049,2023-02-01,feature_use
u0050,2023-05-11,signup
u0050,2023-05-16,login
u0050,2023-05-17,feature_use
u0050,2023-05-24,login
u0050,2023-06-05,feature_use
u0050,2023-06-09,export
u0050,2023-06-16,login
u0050,2023-06-18,upgrade
u0050,2023-06-19,login
u0051,2023-04-17,signup
u0051,2023-04-19,login
u0051,2023-04-20,login
u0051,2023-04-23,feature_use
u0051,2023-05-03,support_ticket
u0051,2023-05-12,churned
u0051,2023-05-13,login
u0051,2023-05-16,support_ticket
u0051,2023-05-18,feature_use
u0051,2023-05-19,upgrade
u0051,2023-05-28,invite_sent
u0051,2023-06-02,login
u0051,2023-06-03,feature_use
u0051,2023-06-04,login
u0051,2023-06-10,login
u0051,2023-06-16,feature_use
u0051,2023-06-17,support_ticket
u0051,2023-06-20,feature_use
u0051,2023-07-01,feature_use
u0051,2023-07-17,login
u0051,2023-07-23,feature_use
u0051,2023-07-26,login
u0051,2023-07-29,churned
u0052,2023-07-14,signup
u0052,2023-07-15,feature_use
u0052,2023-07-15,feature_use
u0052,2023-07-17,feature_use
u0052,2023-07-22,feature_use
u0052,2023-07-24,invite_sent
u0052,2023-07-27,feature_use
u0052,2023-08-06,login
u0052,2023-08-11,feature_use
u0052,2023-08-12,login
u0052,2023-08-14,login
u0052,2023-08-15,churned
u0052,2023-08-29,login
u0052,2023-08-29,login
u0052,2023-08-31,login
u0052,2023-09-03,login
u0052,2023-09-04,feature_use
u0052,2023-09-05,login
u0052,2023-09-11,login
u0052,2023-09-15,churned
u0052,2023-09-20,upgrade
u0052,2023-09-20,login
u0052,2023-09-21,churned
u0052,2023-09-22,feature_use
u0052,2023-09-22,churned
u0052,2023-09-23,feature_use
u0052,2023-10-01,invite_sent
u0052,2023-10-03,login
u0052,2023-10-04,feature_use
u0052,2023-10-05,support_ticket
u0052,2023-10-07,feature_use
u0052,2023-10-08,login
u0052,2023-10-10,login
u0052,2023-10-12,feature_use
u0052,2023-10-13,login
u0053,2023-02-11,signup
u0053,2023-02-14,login
u0053,2023-02-18,invite_sent
u0053,2023-02-22,login
u0053,2023-03-05,feature_use
u0053,2023-03-09,feature_use
u0053,2023-03-11,feature_use
u0053,2023-03-19,feature_use
u0053,2023-03-24,login
u0054,2023-10-18,signup
u0054,2023-10-21,login
u0054,2023-11-01,feature_use
u0054,2023-11-03,feature_use
u0054,2023-11-05,invite_sent
u0054,2023-11-07,login
u0054,2023-11-08,login
u0054,2023-11-13,invite_sent
u0055,2023-07-19,signup
u0055,2023-07-26,login
u0055,2023-07-30,login
u0055,2023-08-02,login
u0055,2023-08-05,login
u0055,2023-08-18,export
u0055,2023-08-20,upgrade
u0055,2023-08-23,support_ticket
u0055,2023-08-28,feature_use
u0055,2023-08-30,login
u0055,2023-09-01,feature_use
u0055,2023-09-03,feature_use
u0055,2023-09-06,feature_use
u0055,2023-09-06,login
u0055,2023-09-06,upgrade
u0055,2023-09-07,login
u0055,2023-09-08,churned
u0055,2023-09-13,feature_use
u0055,2023-09-15,feature_use
u0055,2023-10-06,invite_sent
u0055,2023-10-07,login
u0055,2023-10-09,login
u0055,2023-10-15,feature_use
u0055,2023-10-20,login
u0055,2023-10-23,churned
u0055,2023-10-24,support_ticket
u0055,2023-10-25,login
u0055,2023-10-29,churned
u0056,2023-10-12,signup
u0056,2023-10-13,login
u0056,2023-10-18,login
u0056,2023-10-18,feature_use
u0056,2023-11-02,export
u0057,2023-07-18,signup
u0057,2023-07-27,support_ticket
u0057,2023-07-28,login
u0057,2023-08-05,login
u0057,2023-08-05,login
u0057,2023-08-05,feature_use
u0057,2023-08-07,upgrade
u0057,2023-08-09,feature_use
u0057,2023-08-10,churned
u0057,2023-08-13,feature_use
u0057,2023-08-13,feature_use
u0057,2023-08-14,feature_use
u0057,2023-08-18,login
u0057,2023-08-19,upgrade
u0057,2023-08-22,login
u0057,2023-08-25,export
u0057,2023-08-28,login
u0057,2023-08-29,feature_use
u0057,2023-08-30,feature_use
u0057,2023-09-05,login
u0057,2023-09-05,login
u0057,2023-09-07,login
u0057,2023-09-07,login
u0057,2023-09-08,feature_use
u0057,2023-09-09,feature_use
u0057,2023-09-10,login
u0057,2023-09-12,support_ticket
u0057,2023-09-16,invite_sent
u0057,2023-09-20,login
u0057,2023-09-20,feature_use
u0057,2023-09-23,login
u0057,2023-09-26,login
u0057,2023-09-27,login
u0057,2023-09-29,login
u0057,2023-09-30,support_ticket
u0057,2023-10-03,feature_use
u0057,2023-10-04,invite_sent
u0057,2023-10-06,feature_use
u0057,2023-10-10,churned
u0057,2023-10-15,feature_use
u0058,2023-08-03,signup
u0058,2023-08-10,feature_use
u0058,2023-08-15,feature_use
u0058,2023-08-25,login
u0058,2023-08-25,login
u0058,2023-08-29,login
u0058,2023-09-02,login
u0058,2023-09-09,login
u0058,2023-09-15,invite_sent
u0058,2023-09-25,feature_use
u0058,2023-09-29,feature_use
u0058,2023-10-05,feature_use
u0058,2023-10-06,feature_use
u0058,2023-10-18,feature_use
u0058,2023-10-19,login
u0058,2023-10-27,churned
u0058,2023-10-30,feature_use
u0058,2023-10-30,feature_use
u0058,2023-11-01,feature_use
u0058,2023-11-02,login
u0058,2023-11-12,feature_use
u0058,2023-11-14,churned
u0058,2023-11-22,login
u0058,2023-11-24,upgrade
u0058,2023-11-27,login
u0058,2023-12-10,login
u0058,2023-12-12,support_ticket
u0059,2023-10-10,signup
u0059,2023-10-15,feature_use
u0059,2023-10-18,login
u0059,2023-10-18,login
u0059,2023-10-19,login
u0059,2023-10-20,feature_use
u0059,2023-10-22,feature_use
u0059,2023-10-22,feature_use
u0059,2023-10-22,feature_use
u0059,2023-10-22,feature_use
u0059,2023-10-22,login
u0059,2023-10-24,login
u0059,2023-10-26,login
u0059,2023-10-30,invite_sent
u0059,2023-10-31,login
u0059,2023-10-31,feature_use
u0059,2023-11-04,login
u0059,2023-11-05,feature_use
u0059,2023-11-06,feature_use
u0059,2023-11-07,feature_use
u0059,2023-11-08,feature_use
u0059,2023-11-09,login
u0059,2023-11-09,feature_use
u0059,2023-11-11,feature_use
u0059,2023-11-11,login
u0059,2023-11-14,login
u0059,2023-11-14,upgrade
u0059,2023-11-16,feature_use
u0059,2023-11-17,login
u0059,2023-11-19,export
u0059,2023-11-19,feature_use
u0060,2023-08-19,signup
u0060,2023-10-08,churned
u0060,2023-10-21,login
u0060,2023-10-23,feature_use
u0061,2023-07-29,signup
u0061,2023-08-03,feature_use
u0061,2023-08-04,support_ticket
u0061,2023-08-06,feature_use
u0061,2023-08-10,feature_use
u0061,2023-08-11,login
u0061,2023-08-13,feature_use
u0061,2023-08-14,support_ticket
u0061,2023-08-20,feature_use
u0061,2023-08-25,support_ticket
u0061,2023-08-27,login
u0061,2023-08-29,login
u0061,2023-08-30,login
u0061,2023-09-02,support_ticket
u0061,2023-09-02,invite_sent
u0061,2023-09-03,login
u0061,2023-09-04,login
u0061,2023-09-05,login
u0061,2023-09-12,export
u0061,2023-09-14,feature_use
u0061,2023-09-20,invite_sent
u0061,2023-09-22,login
u0061,2023-09-24,feature_use
u0061,2023-09-26,feature_use
u0061,2023-09-30,login
u0061,2023-10-01,feature_use
u0061,2023-10-03,churned
u0061,2023-10-06,login
u0061,2023-10-06,login
u0061,2023-10-10,login
u0061,2023-10-13,upgrade
u0061,2023-10-16,feature_use
u0062,2023-05-22,signup
u0062,2023-05-28,feature_use
u0062,2023-06-07,login
u0062,2023-06-12,export
u0062,2023-06-17,feature_use
u0062,2023-06-20,login
u0062,2023-06-28,feature_use
u0062,2023-07-02,feature_use
u0062,2023-07-09,login
u0062,2023-07-10,export
u0062,2023-07-12,export
u0062,2023-07-21,export
u0063,2023-08-21,signup
u0063,2023-08-22,export
u0063,2023-08-22,churned
u0063,2023-08-22,login
u0063,2023-08-23,feature_use
u0063,2023-08-28,login
u0063,2023-08-31,login
u0063,2023-09-02,upgrade
u0063,2023-09-02,upgrade
u0063,2023-09-04,login
u0063,2023-09-07,feature_use
u0063,2023-09-07,export
u0063,2023-09-08,feature_use
u0063,2023-09-08,feature_use
u0063,2023-09-09,login
u0063,2023-09-11,feature_use
u0063,2023-09-12,login
u0063,2023-09-12,feature_use
u0063,2023-09-18,feature_use
u0063,2023-09-19,feature_use
u0063,2023-09-20,feature_use
u0063,2023-09-26,login
u0063,2023-09-27,login
u0063,2023-09-29,login
u0063,2023-09-30,upgrade
u0063,2023-10-04,support_ticket
u0063,2023-10-06,export
u0063,2023-10-07,login
u0063,2023-10-08,feature_use
u0063,2023-10-08,export
u0063,2023-10-10,login
u0063,2023-10-15,export
u0063,2023-10-15,login
u0063,2023-10-15,upgrade
u0063,2023-10-17,login
u0063,2023-10-19,feature_use
u0063,2023-10-19,login
u0063,2023-10-22,login
u0063,2023-10-23,support_ticket
u0063,2023-10-24,login
u0063,2023-10-29,feature_use
u0064,2023-03-19,signup
u0064,2023-03-26,churned
u0064,2023-04-02,export
u0064,2023-04-25,feature_use
u0064,2023-05-02,login
u0064,2023-05-03,invite_sent
u0064,2023-05-16,login
u0064,2023-05-30,support_ticket
u0064,2023-05-30,login
u0064,2023-06-24,support_ticket
u0064,2023-07-20,feature_use
u0064,2023-08-12,support_ticket
u0064,2023-08-18,feature_use
u0064,2023-08-21,login
u0064,2023-08-29,login
u0064,2023-10-02,login
u0064,2023-10-25,login
u0065,2023-10-19,signup
u0065,2023-10-27,invite_sent
u0065,2023-10-28,login
u0065,2023-10-28,login
u0065,2023-10-29,login
u0065,2023-11-08,login
u0065,2023-11-08,feature_use
u0065,2023-11-15,churned
u0065,2023-11-16,login
u0065,2023-11-28,login
u0065,2023-12-09,feature_use
u0065,2023-12-09,feature_use
u0065,2023-12-10,login
u0065,2023-12-12,feature_use
u0065,2023-12-19,invite_sent
u0066,2023-08-12,signup
u0066,2023-08-20,login
u0066,2023-08-27,login
u0066,2023-08-27,login
u0066,2023-08-29,login
u0066,2023-09-01,feature_use
u0066,2023-09-12,support_ticket
u0066,2023-09-14,support_ticket
u0066,2023-09-17,upgrade
u0066,2023-09-23,feature_use
u0066,2023-09-24,login
u0066,2023-09-26,login
u0066,2023-10-18,login
u0066,2023-10-20,upgrade
u0066,2023-11-09,feature_use
u0066,2023-11-30,login
u0066,2023-12-02,login
u0066,2023-12-18,export
u0066,2023-12-21,login
u0067,2023-05-11,signup
u0067,2023-05-12,login
u0067,2023-05-15,login
u0067,2023-05-21,feature_use
u0067,2023-05-31,feature_use
u0067,2023-06-19,login
u0067,2023-07-09,support_ticket
u0067,2023-08-01,login
u0067,2023-08-02,login
u0067,2023-09-09,login
u0067,2023-10-26,feature_use
u0068,2023-03-03,signup
u0068,2023-03-04,feature_use
u0068,2023-03-06,invite_sent
u0068,2023-03-08,export
u0068,2023-03-09,feature_use
u0068,2023-03-18,support_ticket
u0068,2023-03-19,feature_use
u0068,2023-03-22,feature_use
u0068,2023-03-23,support_ticket
u0068,2023-04-10,churned
u0068,2023-04-19,invite_sent
u0068,2023-04-21,support_ticket
u0068,2023-04-22,support_ticket
u0068,2023-04-27,login
u0068,2023-04-28,login
u0069,2023-03-19,signup
u0069,2023-03-27,feature_use
u0069,2023-03-30,login
u0069,2023-04-09,export
u0069,2023-04-17,login
u0070,2023-07-12,signup
u0070,2023-07-20,churned
u0070,2023-07-24,login
u0070,2023-07-31,upgrade
u0070,2023-08-08,feature_use
u0070,2023-08-11,invite_sent
u0070,2023-08-12,feature_use
u0070,2023-08-29,feature_use
u0070,2023-09-17,feature_use
u0070,2023-10-16,login
u0071,2023-02-18,signup
u0071,2023-03-24,login
u0071,2023-04-26,export
u0071,2023-05-11,feature_use
u0071,2023-06-10,feature_use
u0071,2023-07-20,feature_use
u0071,2023-09-12,feature_use
u0071,2023-09-19,upgrade
u0072,2023-04-30,signup
u0072,2023-05-02,login
u0072,2023-05-04,login
u0072,2023-05-04,login
u0072,2023-05-06,feature_use
u0072,2023-05-07,feature_use
u0072,2023-05-08,churned
u0072,2023-05-10,export
u0072,2023-05-11,feature_use
u0072,2023-05-11,login
u0072,2023-05-12,churned
u0072,2023-05-15,login
u0073,2023-07-22,signup
u0073,2023-07-24,login
u0073,2023-07-26,invite_sent
u0073,2023-07-28,invite_sent
u0073,2023-07-31,login
u0073,2023-08-01,login
u0073,2023-08-02,feature_use
u0073,2023-08-08,login
u0073,2023-08-08,login
u0073,2023-08-25,invite_sent
u0073,2023-09-12,feature_use
u0073,2023-09-18,feature_use
u0073,2023-09-20,login
u0073,2023-10-01,login
u0073,2023-10-11,invite_sent
u0073,2023-10-13,feature_use
u0073,2023-10-30,churned
u0073,2023-11-01,login
u0073,2023-11-03,login
u0073,2023-11-04,churned
u0074,2023-01-26,signup
u0074,2023-01-28,login
u0074,2023-01-29,feature_use
u0074,2023-01-30,support_ticket
u0074,2023-02-01,login
u0074,2023-02-04,feature_use
u0074,2023-02-06,login
u0074,2023-02-07,login
u0074,2023-02-07,login
u0074,2023-02-07,login
u0074,2023-02-10,login
u0074,2023-02-10,feature_use
u0074,2023-02-11,login
u0074,2023-02-13,login
u0074,2023-02-14,feature_use
u0074,2023-02-18,feature_use
u0074,2023-02-20,feature_use
u0074,2023-02-20,support_ticket
u0074,2023-02-20,login
u0074,2023-02-20,login
u0074,2023-02-21,feature_use
u0074,2023-02-24,export
u0074,2023-02-26,feature_use
u0074,2023-02-27,login
u0074,2023-03-01,login
u0074,2023-03-02,support_ticket
u0074,2023-03-03,feature_use
u0074,2023-03-04,feature_use
u0074,2023-03-05,churned
u0074,2023-03-05,login
u0074,2023-03-07,login
u0075,2023-07-03,signup
u0075,2023-07-04,invite_sent
u0075,2023-07-08,feature_use
u0075,2023-07-09,login
u0075,2023-07-12,churned
u0075,2023-07-13,feature_use
u0075,2023-07-13,support_ticket
u0075,2023-07-15,feature_use
u0075,2023-07-15,upgrade
u0075,2023-07-15,feature_use
u0075,2023-07-16,support_ticket
u0075,2023-07-18,login
u0075,2023-07-22,login
u0075,2023-07-24,login
u0075,2023-07-25,upgrade
u0075,2023-07-25,login
u0075,2023-07-26,login
u0075,2023-07-29,feature_use
u0075,2023-07-31,support_ticket
u0075,2023-08-03,login
u0075,2023-08-04,feature_use
u0075,2023-08-04,feature_use
u0075,2023-08-06,export
u0075,2023-08-08,upgrade
u0075,2023-08-09,feature_use
u0075,2023-08-09,invite_sent
u0076,2023-10-21,signup
u0076,2023-10-31,login
u0076,2023-11-04,invite_sent
u0076,2023-11-09,login
u0076,2023-11-14,feature_use
u0076,2023-11-19,feature_use
u0077,2023-06-13,signup
u0077,2023-06-14,feature_use
u0077,2023-06-14,login
u0077,2023-06-14,feature_use
u0077,2023-06-15,login
u0077,2023-06-15,upgrade
u0077,2023-06-15,support_ticket
u0077,2023-06-15,login
u0077,2023-06-15,login
u0077,2023-06-16,export
u0077,2023-06-16,upgrade
u0077,2023-06-16,feature_use
u0077,2023-06-17,login
u0077,2023-06-17,login
u0077,2023-06-19,login
u0077,2023-06-20,churned
u0077,2023-06-20,feature_use
u0077,2023-06-20,login
u0077,2023-06-20,login
u0077,2023-06-20,login
u0077,2023-06-21,login
u0077,2023-06-21,support_ticket
u0077,2023-06-22,invite_sent
u0077,2023-06-23,feature_use
u0077,2023-06-23,export
u0078,2023-02-21,signup
u0078,2023-02-22,feature_use
u0078,2023-02-28,feature_use
u0078,2023-03-06,login
u0078,2023-03-13,login
u0078,2023-03-17,feature_use
u0078,2023-03-19,login
u0078,2023-03-20,login
u0078,2023-03-22,export
u0078,2023-03-27,feature_use
u0078,2023-03-31,export
u0078,2023-03-31,churned
u0078,2023-04-01,login
u0078,2023-04-02,support_ticket
u0078,2023-04-07,support_ticket
u0078,2023-04-11,feature_use
u0078,2023-04-15,churned
u0078,2023-04-19,feature_use
u0078,2023-04-20,login
u0078,2023-04-23,export
u0078,2023-04-23,feature_use
u0078,2023-05-03,export
u0078,2023-05-05,login
u0078,2023-05-08,login
u0078,2023-05-13,feature_use
u0078,2023-05-15,feature_use
u0078,2023-05-17,login
u0078,2023-05-22,feature_use
u0078,2023-05-29,upgrade
u0078,2023-06-20,upgrade
u0079,2023-02-01,signup
u0079,2023-02-08,support_ticket
u0079,2023-02-19,feature_use
u0079,2023-03-08,login
u0079,2023-03-14,feature_use
u0079,2023-03-25,invite_sent
u0079,2023-03-31,feature_use
u0079,2023-04-18,login
u0079,2023-04-18,export
u0079,2023-04-18,feature_use
u0079,2023-04-28,churned
u0079,2023-05-11,login
u0079,2023-06-02,feature_use
u0079,2023-06-14,login
u0079,2023-06-17,feature_use
u0079,2023-06-28,export
u0079,2023-07-18,export
u0079,2023-07-28,export
u0079,2023-09-06,login
u0079,2023-09-12,login
u0079,2023-09-19,login
u0079,2023-10-02,login
u0079,2023-10-03,feature_use
u0079,2023-10-08,feature_use
u0079,2023-10-24,support_ticket
u0079,2023-10-26,feature_use
u0079,2023-10-27,support_ticket
u0079,2023-11-03,upgrade
u0079,2023-11-13,feature_use
u0079,2023-11-17,support_ticket
u0080,2023-05-22,signup
u0080,2023-05-28,login
u0080,2023-05-30,login
u0080,2023-06-01,feature_use
u0080,2023-06-04,support_ticket
u0080,2023-06-04,invite_sent
u0080,2023-06-06,feature_use
u0080,2023-06-14,login
u0080,2023-06-26,support_ticket
u0080,2023-07-02,login
u0080,2023-07-13,export
u0080,2023-07-16,invite_sent
u0080,2023-07-20,login
u0080,2023-07-25,login
u0080,2023-07-30,invite_sent
u0080,2023-08-08,login
u0080,2023-08-13,login
u0080,2023-08-15,upgrade
u0080,2023-08-25,export
u0080,2023-09-04,support_ticket
u0080,2023-09-06,feature_use
u0080,2023-09-13,support_ticket
u0080,2023-09-25,export
u0080,2023-09-29,feature_use
u0080,2023-10-02,export
u0080,2023-10-04,export
u0080,2023-11-14,login
u0080,2023-11-19,login
u0080,2023-11-20,feature_use
u0081,2023-03-05,signup
u0081,2023-03-07,feature_use
u0081,2023-03-08,feature_use
u0081,2023-03-08,login
u0081,2023-03-29,login
u0081,2023-04-08,feature_use
u0081,2023-04-20,churned
u0081,2023-04-29,export
u0081,2023-05-02,feature_use
u0081,2023-05-11,support_ticket
u0081,2023-05-13,feature_use
u0081,2023-05-15,feature_use
u0081,2023-05-21,upgrade
u0081,2023-05-23,upgrade
u0081,2023-06-03,login
u0081,2023-06-09,feature_use
u0081,2023-06-10,export
u0081,2023-06-12,login
u0081,2023-06-15,feature_use
u0081,2023-07-01,login
u0081,2023-07-03,login
u0081,2023-07-05,feature_use
u0081,2023-07-09,feature_use
u0081,2023-07-15,login
u0081,2023-07-17,export
u0081,2023-07-30,support_ticket
u0081,2023-08-05,feature_use
u0082,2023-09-04,signup
u0082,2023-09-05,feature_use
u0082,2023-09-06,feature_use
u0082,2023-09-09,feature_use
u0082,2023-09-10,login
u0082,2023-09-10,invite_sent
u0082,2023-09-12,invite_sent
u0082,2023-09-12,upgrade
u0082,2023-09-13,login
u0082,2023-09-13,upgrade
u0082,2023-09-14,login
u0082,2023-09-14,export
u0082,2023-09-15,feature_use
u0082,2023-09-15,upgrade
u0082,2023-09-15,feature_use
u0082,2023-09-18,feature_use
u0082,2023-09-20,login
u0082,2023-09-22,support_ticket
u0082,2023-09-23,support_ticket
u0082,2023-09-24,feature_use
u0082,2023-09-25,login
u0082,2023-09-25,support_ticket
u0082,2023-09-26,login
u0082,2023-09-26,export
u0083,2023-04-24,signup
u0083,2023-04-26,feature_use
u0083,2023-05-08,export
u0083,2023-05-15,feature_use
u0083,2023-06-04,feature_use
u0083,2023-06-07,feature_use
u0083,2023-06-13,feature_use
u0083,2023-06-15,login
u0083,2023-06-17,support_ticket
u0083,2023-07-10,feature_use
u0083,2023-07-14,feature_use
u0083,2023-07-18,feature_use
u0083,2023-08-10,support_ticket
u0083,2023-08-20,login
u0083,2023-09-17,export
u0083,2023-09-21,login
u0083,2023-09-21,feature_use
u0083,2023-09-30,login
u0083,2023-10-03,churned
u0083,2023-10-16,feature_use
u0083,2023-10-25,login
u0083,2023-11-28,login
u0083,2023-11-29,login
u0084,2023-02-15,signup
u0084,2023-02-16,feature_use
u0084,2023-02-17,feature_use
u0084,2023-02-17,login
u0084,2023-02-18,feature_use
u0084,2023-02-18,login
u0084,2023-02-18,feature_use
u0084,2023-02-19,feature_use
u0084,2023-02-19,feature_use
u0084,2023-02-22,feature_use
u0084,2023-02-23,feature_use
u0084,2023-02-24,login
u0084,2023-02-24,login
u0084,2023-02-26,login
u0084,2023-02-28,login
u0084,2023-02-28,login
u0084,2023-03-02,upgrade
u0084,2023-03-03,login
u0084,2023-03-04,support_ticket
u0084,2023-03-04,feature_use
u0084,2023-03-06,feature_use
u0084,2023-03-07,login
u0084,2023-03-08,support_ticket
u0084,2023-03-09,feature_use
u0084,2023-03-10,login
u0084,2023-03-11,invite_sent
u0084,2023-03-12,login
u0084,2023-03-13,feature_use
u0084,2023-03-13,login
u0084,2023-03-18,feature_use
u0084,2023-03-19,login
u0085,2023-03-20,signup
u0085,2023-03-27,feature_use
u0085,2023-04-07,feature_use
u0085,2023-04-09,feature_use
u0086,2023-03-12,signup
u0086,2023-03-13,login
u0086,2023-03-18,login
u0086,2023-03-19,login
u0086,2023-03-24,invite_sent
u0086,2023-03-24,feature_use
u0086,2023-03-25,invite_sent
u0086,2023-03-27,support_ticket
u0086,2023-03-27,login
u0086,2023-03-30,feature_use
u0086,2023-04-01,invite_sent
u0086,2023-04-03,login
u0086,2023-04-03,login
u0086,2023-04-04,export
u0086,2023-04-07,support_ticket
u0086,2023-04-08,upgrade
u0086,2023-04-16,export
u0086,2023-04-19,login
u0086,2023-04-19,login
u0086,2023-04-19,login
u0086,2023-04-22,feature_use
u0086,2023-04-25,login
u0086,2023-04-27,upgrade
u0086,2023-05-01,upgrade
u0086,2023-05-03,feature_use
u0086,2023-05-08,invite_sent
u0086,2023-05-10,login
u0086,2023-05-13,login
u0086,2023-05-13,support_ticket
u0086,2023-05-15,login
u0086,2023-05-17,login
u0086,2023-05-18,churned
u0086,2023-05-22,feature_use
u0086,2023-05-25,feature_use
u0086,2023-05-31,login
u0086,2023-06-03,login
u0087,2023-01-31,signup
u0087,2023-02-17,feature_use
u0087,2023-03-18,feature_use
u0087,2023-03-26,invite_sent
u0087,2023-04-03,support_ticket
u0087,2023-04-04,login
u0087,2023-04-20,feature_use
u0087,2023-04-28,feature_use
u0087,2023-05-19,upgrade
u0087,2023-05-22,upgrade
u0088,2023-07-30,signup
u0088,2023-08-03,login
u0088,2023-08-03,feature_use
u0088,2023-08-05,feature_use
u0088,2023-08-06,feature_use
u0088,2023-08-10,feature_use
u0088,2023-08-10,login
u0088,2023-08-14,churned
u0088,2023-08-15,feature_use
u0088,2023-08-20,login
